id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
9b7cbe8a-5911-4f4b-9096-0a34e3d066fc,10,ÖSTERREICH,PHOTOVOLTAIK-AUSBAUPOTENZIAL — 41 TWH BIS 2040,[RELATION_TYPE=HAS_TARGET] [MODALITY=EXPLICIT_FACT] Austria’s PV expansion potential of 41 TWh by 2040 is determined within the ÖNIP.,10.0,54,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
cf789884-2e98-4a81-b8f2-19857965720d,11,ÖSTERREICH,"JÄHRLICHER PV-ZUBAU — 1 GW (ÖSTERREICH, 2022)",[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] Austria's annual PV capacity expansion is measured at over 1 GW in 2022.,10.0,54,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
ef389693-c37f-4b59-9fc5-a8d7f4ed7d09,12,PHOTOVOLTAIK,"JÄHRLICHER PV-ZUBAU — 1 GW (ÖSTERREICH, 2022)",[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] The metric concerns annual photovoltaic capacity expansion in Austria for 2022.,10.0,87,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
c0d11b7c-66f8-4240-a3b9-6bdacb3e25b9,13,ÖSTERREICH,"JÄHRLICHER PV-ZUBAU — 2,5 GW (ÖSTERREICH, 2023)",[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] Austria's annual PV capacity expansion is measured at approximately 2.5 GW in 2023.,10.0,54,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
602ddcbf-11a9-4222-a24b-4af0a028cb44,14,PHOTOVOLTAIK,"JÄHRLICHER PV-ZUBAU — 2,5 GW (ÖSTERREICH, 2023)",[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] The metric concerns annual photovoltaic capacity expansion in Austria for 2023.,10.0,87,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
8320ef95-f188-420a-b050-ac087693577f,15,ERNEUERBARE ENERGIEN,100% BILANZIELL ERNEUERBARER STROMVERBRAUCH BIS 2030,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Renewable energies are the basis for the nationally balanced 100 percent renewable electricity objective for 2030.,10.0,6,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
336e8cda-9554-4a81-ba3b-c3b9bb1a1728,16,PHOTOVOLTAIK-ANLAGE,PHOTOVOLTAIK,[RELATION_TYPE=ASSOCIATED_WITH] [MODALITY=EXPLICIT_FACT] Photovoltaic systems are a form of photovoltaics cited as guaranteeing affordable electricity.,9.0,87,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
6b1c29e7-ecd4-4e1d-b658-a179c10e8b7b,17,ENERGIEWENDE,PHOTOVOLTAIK,[RELATION_TYPE=SUPPORTS] [MODALITY=EXPLICIT_FACT] The energy transition in Austria requires the expansion of photovoltaics as a key renewable energy source.,10.0,91,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
87d79e67-ee56-4cb2-88c5-8a71f8d1d48e,18,STROMVERSORGUNG,PHOTOVOLTAIK,[RELATION_TYPE=ASSOCIATED_WITH] [MODALITY=EXPLICIT_FACT] Photovoltaics is declared an essential pillar of Austria’s electricity supply transformation.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
f8e27f05-75e5-4145-876b-02e194f97363,19,ENERGIE- UND MOBILITÄTSSYSTEM,ENERGIEWENDE,[RELATION_TYPE=REQUIRES] [MODALITY=EXPLICIT_FACT] Transforming the energy and mobility system is required for the successful implementation of the energy transition in Austria.,10.0,7,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
30ad153a-75a8-4786-b0c7-423448f86704,20,BETRIEBE UND UNTERNEHMEN,PHOTOVOLTAIK,"BETRIEBE UND UNTERNEHMEN (Austrian businesses and enterprises) are identified as stakeholders associated with PHOTOVOLTAIK (photovoltaics), and are highlighted as direct beneficiaries of PV expansion.",20.0,86,"['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'
 'd7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']"
a3a484bd-637c-4adb-97d9-e7d57aaea817,21,BÜRGER:INNEN,ENERGIEWENDE,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Citizens are recognized as active participants in Austria’s energy transition.,10.0,11,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
102ca28f-a66f-4570-95fa-bc238d3f2a97,22,EIGENE PARTIZIPATION DER POPULATION AN DER ENERGIEWENDE,ENERGIEWENDE,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] The increasing active participation of the population contributes to the success of the energy transition.,10.0,7,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
e76aa53b-34d4-42f3-bd08-f0ea1c49d12b,23,RAHMENBEDINGUNGEN FÜR DEN PV-AUSBAU,MASSNAHMEN FÜR DEN PV-AUSBAU,[RELATION_TYPE=REQUIRES] [MODALITY=EXPLICIT_FACT] The framework conditions for PV expansion determine which measures must be implemented for successful deployment.,10.0,4,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
ec4a6c04-01ed-4d7d-915c-ff08d858c9a3,24,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,RAHMENBEDINGUNGEN FÜR DEN PV-AUSBAU,[RELATION_TYPE=ASSOCIATED_WITH] [MODALITY=EXPLICIT_FACT] The strategy identifies and addresses framework conditions necessary for successful PV expansion.,10.0,47,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
8fb2830f-6125-475d-a009-df9942c7c85a,25,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,ZIELSETZUNGEN FÜR DEN PV-AUSBAU,[RELATION_TYPE=SETS_TARGET] [MODALITY=EXPLICIT_FACT] The strategy establishes targets and objectives for national PV expansion.,10.0,46,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
ca749e33-77b8-44bd-9d01-17183ae31667,26,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,MASSNAHMEN FÜR DEN PV-AUSBAU,[RELATION_TYPE=PROPOSES] [MODALITY=EXPLICIT_FACT] The strategy proposes measures for coordinated Austrian PV expansion.,10.0,47,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
604d3ff1-d515-431f-82d3-531df1e857c6,27,KLIMANEUTRALITÄT IN ÖSTERREICH BIS 2040,ENERGIEWENDE,[RELATION_TYPE=ASSOCIATED_WITH] [MODALITY=EXPLICIT_FACT] Achieving climate neutrality by 2040 is identified as dependent on a successful energy transition.,10.0,10,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
2777d454-1bf8-4f58-97fa-d159317c57d9,28,NACHHALTIGE UND GÜNSTIGE STROMVERSORGUNG,PHOTOVOLTAIK,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Expanding photovoltaics is stated to contribute to a sustainable and affordable electricity supply.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
83a5c0cc-9bba-48e9-88fc-0f22187757f2,29,ENERGIEUNABHÄNGIGKEIT ÖSTERREICHS,PHOTOVOLTAIK,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] The expansion of photovoltaics strengthens Austria's energy independence.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
652c1c6b-e139-49e5-bd45-a7851ad5eba2,30,ARBEITSPLÄTZE DURCH PHOTOVOLTAIK,PHOTOVOLTAIK,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Increasing domestic value creation and jobs are identified as outcomes of PV expansion.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
52acee6a-9b07-44de-8cf9-3d62f6a0cecd,31,HOHE AKZEPTANZ DER PHOTOVOLTAIK,PHOTOVOLTAIK,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] High public acceptance is described as a target and a factor contributing to PV deployment.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
218d9fe7-1573-4aba-8a38-814fde63b12f,32,INNOVATIVE BEITRÄGE DER PHOTOVOLTAIK ZUM ENERGIESYSTEMUMBAU,PHOTOVOLTAIK,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Photovoltaics are envisioned to make innovative contributions to transforming Austria's energy system.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
c1a0db61-36fc-420a-a497-35090b05471e,33,WIRTSCHAFTLICHER BETRIEB VON PHOTOVOLTAIK-ANLAGEN,PHOTOVOLTAIK-ANLAGE,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] The economical operation of PV installations is connected to the expanded and sustainable deployment of photovoltaic systems.,10.0,3,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
801e5186-8311-46f9-a4da-1e573ee54b6e,34,PARTIZIPATION DER BÜRGER:INNEN,PHOTOVOLTAIK,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Increased citizen participation is named as a strategic target for PV policy.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
4d5b6f0b-6523-4b88-992e-a359bc7f3d04,35,HOHE HEIMISCHE WERTSCHÖPFUNG DURCH PHOTOVOLTAIK,PHOTOVOLTAIK,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] High domestic value creation is highlighted as a desired outcome of national PV expansion.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475']
887fa483-50ed-497e-926e-4e94f224dfcd,36,PHOTOVOLTAIK-STRATEGIE,PV-AUSBAU VON MINDESTENS 11 TWH BIS 2030,[RELATION_TYPE=SETS_TARGET] [MODALITY=EXPLICIT_FACT] [STATUS=OFFICIAL] The Austrian PV Strategy defines a PV expansion target of at least 11 TWh by 2030.,10.0,25,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
f6938c16-9a77-4853-b5d7-2f3d65be50bf,37,ERNEUERBAREN-AUSBAU-GESETZ (EAG),PV-AUSBAU VON MINDESTENS 11 TWH BIS 2030,[RELATION_TYPE=SETS_TARGET] [MODALITY=EXPLICIT_FACT] [STATUS=OFFICIAL] The EAG establishes the target for at least 11 TWh PV expansion by 2030.,10.0,14,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
31d805be-f4c9-4608-aa67-75ffc17968e3,38,ERNEUERBAREN-AUSBAU-GESETZ (EAG),100% NATIONAL BILANZIERTER ERNEUERBARER STROMVERBRAUCH BIS 2030,[RELATION_TYPE=SETS_TARGET] [MODALITY=EXPLICIT_FACT] [STATUS=OFFICIAL] The EAG sets the target to cover total national electricity consumption with renewable energy on a balance-sheet basis by 2030.,10.0,11,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
1024256a-de19-4431-a439-84b213ec952f,39,ÖSTERREICH,PV-AUSBAU VON MINDESTENS 11 TWH BIS 2030,[RELATION_TYPE=HAS_TARGET] [MODALITY=EXPLICIT_FACT] [STATUS=OFFICIAL] Austria is the geographic scope of the at least 11 TWh PV expansion target by 2030.,10.0,56,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
cf7b63d7-0b4a-4e5d-a74a-3a8bdcaa6832,40,PHOTOVOLTAIK,PV-AUSBAU VON MINDESTENS 11 TWH BIS 2030,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Photovoltaics is expected to deliver at least 11 TWh of new generation capacity by 2030 toward national targets.,9.0,89,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
9040b8d8-60e3-45d6-b041-bcf8a13b2ca8,41,PHOTOVOLTAIK,KLIMANEUTRALITÄT IN ÖSTERREICH BIS 2040,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Achieving climate neutrality by 2040 is associated with major PV expansion; PV is described as a central pillar of Austria's energy system in 2040.,8.0,89,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
8e155d42-ae3a-45e9-b8a2-265f2aebd913,42,PHOTOVOLTAIK-STRATEGIE,RECHTLICHER RAHMEN,[RELATION_TYPE=PROPOSES] [MODALITY=EXPLICIT_FACT] The strategy includes the legal framework as a defined action field for implementing necessary PV-market conditions.,8.0,24,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
e6d14159-25da-4d41-9f27-015012314da5,43,PHOTOVOLTAIK-STRATEGIE,TECHNISCHE UND SYSTEMISCHE FRAGEN,[RELATION_TYPE=PROPOSES] [MODALITY=EXPLICIT_FACT] The strategy names technical and systemic issues as action areas for PV integration.,8.0,23,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
1c757342-b725-49fc-b09c-e93686d0e9e3,44,PHOTOVOLTAIK-STRATEGIE,WEITERENTWICKLUNG DER ÖFFENTLICHEN STROMNETZE,[RELATION_TYPE=PROPOSES] [MODALITY=EXPLICIT_FACT] Further development of public electricity grids is a strategy action area.,8.0,23,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
e3960eb2-273d-4309-bb6a-de83c5f23d83,45,PHOTOVOLTAIK-STRATEGIE,WIRTSCHAFTLICHKEIT DER PV-ANLAGEN,[RELATION_TYPE=PROPOSES] [MODALITY=EXPLICIT_FACT] Economic viability of PV systems is identified as an action field.,8.0,22,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
71aad98b-c560-4991-a077-e87d67480823,46,PHOTOVOLTAIK-STRATEGIE,AKZEPTANZERHALTUNG BEI DER BEVÖLKERUNG,[RELATION_TYPE=PROPOSES] [MODALITY=EXPLICIT_FACT] Maintaining public acceptance is emphasised as an essential strategic field.,8.0,22,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
5f9e08a4-6ba6-4299-8905-c5dfedbb2deb,47,PHOTOVOLTAIK-STRATEGIE,FORSCHUNG-TECHNOLOGIE-INNOVATION (FTI),"[RELATION_TYPE=PROPOSES] [MODALITY=EXPLICIT_FACT] Research, technology, and innovation forms a defined strategic field.",8.0,22,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
5637e143-c563-402c-9862-5f9008405c8f,48,PHOTOVOLTAIK-STRATEGIE,HEIMISCHE PV-WIRTSCHAFT,[RELATION_TYPE=PROPOSES] [MODALITY=EXPLICIT_FACT] The domestic PV industry is highlighted among the main action fields in the strategy.,8.0,28,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
898a06a8-9549-43bc-b300-b0938aaf3344,49,PHOTOVOLTAIK-STRATEGIE,PARTIZIPATION DER BEVÖLKERUNG,[RELATION_TYPE=PROPOSES] [MODALITY=EXPLICIT_FACT] Citizen participation in the PV transition is emphasized as a cross-cutting field.,8.0,23,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
2194252e-46fe-454a-a99b-4d531112f4db,50,ÖSTERREICH,"PV-GENERATION — 6.3 TWH (ÖSTERREICH, 2023)",[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] Austria's PV electricity generation reached approximately 6.3 TWh in 2023.,10.0,55,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
452ff8ac-c77a-42cd-aabc-3b56cc8d2db8,51,PV-ANLAGEN,"PV-GENERATION — 6.3 TWH (ÖSTERREICH, 2023)",[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] PV systems generated approximately 6.3 TWh in 2023.,10.0,8,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
9d6b65ed-c3de-4045-bd52-303e8c203dc4,52,PHOTOVOLTAIK,"PV-GENERATION — 6.3 TWH (ÖSTERREICH, 2023)",[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] The metric reports PV electricity generation for 2023.,10.0,88,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
ff47f40a-7573-4b32-bb67-ca807359cd5e,53,ÖSTERREICH,"PV-FÖRDERUNG — 600 MIO. EUR (ÖSTERREICH, 2023)","[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] In 2023, Austria allocated approximately 600 million EUR for PV expansion under EAG and the Climate and Energy Fund.",10.0,55,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']
