id,source,source_type,target,target_type,relation_type,modality,description,weight,combined_degree,text_unit_ids,source_supported,primary_classification,relation_type_correct,modality_correct,direction_correct,endpoints_correct,description_problem,likely_pipeline_stage,audit_notes
602ddcbf-11a9-4222-a24b-4af0a028cb44,PHOTOVOLTAIK,TECHNOLOGY,"JÄHRLICHER PV-ZUBAU — 2,5 GW (ÖSTERREICH, 2023)",MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] The metric concerns annual photovoltaic capacity expansion in Austria for 2023.,10.0,87,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],,,,,,,,,
97a9d011-b4e0-43fe-bdfe-51706ae4a75c,PHOTOVOLTAIK,TECHNOLOGY,"PV-GENERIERTE ENERGIE — 6,3 TWH (ÖSTERREICH, 2023)",MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] The amount of energy generated by photovoltaics in Austria in 2023 is measured at 6.3 TWh.,10.0,87,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'],,,,,,,,,
82bc1a8d-560d-4647-ba13-0e54f86c6644,PHOTOVOLTAIK,TECHNOLOGY,"ANTEIL PHOTOVOLTAIK AN STROMVERSORGUNG — 30 % (ÖSTERREICH, 2040)",TARGET,CONTRIBUTES_TO,EXPLICIT_FACT,"[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] PV is described as a fundamental pillar for Austria's electricity supply in 2040, reaching about 30%.",10.0,87,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'],,,,,,,,,
47585e73-b8ed-4d23-8f91-58096a480262,PHOTOVOLTAIK,TECHNOLOGY,"PV-ANTEIL AM STROMENDVERBRAUCH — CA. 10% (ÖSTERREICH, 2023)",MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,"[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] By 2023, photovoltaics accounted for roughly 10% of Austria's final electricity consumption.",10.0,87,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,,,,,
46c17c0d-d3d4-4555-80f0-df1bc495bc5d,PHOTOVOLTAIK,TECHNOLOGY,"PV-ANTEIL AM ENERGIEBEDARF — CA. 2% (ÖSTERREICH, 2023)",MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,"[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] In 2023, photovoltaics covered about 2% of Austria's total energy demand.",10.0,87,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,,,,,
b9df7948-d02c-4355-8d78-53e1911b47c9,PHOTOVOLTAIK,TECHNOLOGY,"PV-ANTEIL AM ENERGIEANGEBOT — 20% (ÖSTERREICH, 2040 ZIEL)",TARGET,CONTRIBUTES_TO,SCENARIO,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=SCENARIO] PV expansion is projected to provide 20% of total Austrian energy supply in 2040.,10.0,87,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,,,,,
69f9b6a1-69bb-426d-9794-e9d8315a1a63,PHOTOVOLTAIK,TECHNOLOGY,PHOTOVOLTAIK-AUSBAU BIS 2040 — DURCHSCHNITTLICH 2 GW PRO JAHR,TARGET,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] The expansion of photovoltaics is the subject of the planned target of an average 2 GW annual deployment to 2040.,10.0,87,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,,,,,
bedc3809-f7cb-4dfc-b12d-f4529ff260e4,PHOTOVOLTAIK,TECHNOLOGY,BREITE SICHTBARKEIT DER PV-INSTALLATIONEN,MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] PV installations are highly visible and their broad societal presence is noted as a factual characteristic.,10.0,87,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,,,,,
7fda9063-4820-4064-bc10-75c076ad166e,PHOTOVOLTAIK,TECHNOLOGY,PHOTOVOLTAIKANTEIL AN DER STROMVERSORGUNG — CA. 10 % (AKTUELL),MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] The current share of photovoltaics in Austria’s electricity supply is approximately 10%.,10.0,87,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,,,,,
af2f03fa-b89e-4f35-8470-abe9a7e346ec,PHOTOVOLTAIK,TECHNOLOGY,"ANTEIL PHOTOVOLTAIK AN GESAMTER ENERGIEVERSORGUNG — 20 % (ÖSTERREICH, 2040)",TARGET,CONTRIBUTES_TO,SCENARIO,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=SCENARIO] PV expansion is identified as enabling 20% of total energy supply if the energy system is sufficiently electrified.,9.0,87,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'],,,,,,,,,
2777d454-1bf8-4f58-97fa-d159317c57d9,NACHHALTIGE UND GÜNSTIGE STROMVERSORGUNG,TARGET,PHOTOVOLTAIK,TECHNOLOGY,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Expanding photovoltaics is stated to contribute to a sustainable and affordable electricity supply.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],,,,,,,,,
83a5c0cc-9bba-48e9-88fc-0f22187757f2,ENERGIEUNABHÄNGIGKEIT ÖSTERREICHS,TARGET,PHOTOVOLTAIK,TECHNOLOGY,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] The expansion of photovoltaics strengthens Austria's energy independence.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],,,,,,,,,
652c1c6b-e139-49e5-bd45-a7851ad5eba2,ARBEITSPLÄTZE DURCH PHOTOVOLTAIK,TARGET,PHOTOVOLTAIK,TECHNOLOGY,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Increasing domestic value creation and jobs are identified as outcomes of PV expansion.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],,,,,,,,,
42d6dbd5-6191-4356-8174-550fd56a096e,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,POLICY,GESCHWINDIGKEIT UND METHODIK DES PV-AUSBAUS,CONSTRAINT,ALIAS_OF,EXPLICIT_FACT,[RELATION_TYPE=ALIAS_OF] [MODALITY=EXPLICIT_FACT] The strategy highlights the speed and methodology of PV expansion as key criteria for energy transition success.,7.0,47,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'],,,,,,,,,
31bd2084-7db8-4cfc-9174-42b893c0185a,FÜHRENDE FORSCHUNGSEINRICHTUNGEN IM BEREICH DER PHOTOVOLTAIK,ORGANIZATION,FORSCHUNGSEINRICHTUNGEN IM BEREICH DER PHOTOVOLTAIK,ORGANIZATION,ALIAS_OF,EXPLICIT_FACT,[RELATION_TYPE=ALIAS_OF] [MODALITY=EXPLICIT_FACT] Leading research institutions in PV are described as a major part of the overall field of PV research institutions.,10.0,3,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,,,,,
e58d9297-6532-4908-b204-7ae1afa5f15e,RICHTLINIE (EU) 2023/2413 (RED III),POLICY,RICHTLINIE (EU) 2018/2001,POLICY,AMENDS,EXPLICIT_FACT,[RELATION_TYPE=AMENDS] [MODALITY=EXPLICIT_FACT] RED III is stated as amending Directive 2018/2001.,9.0,5,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,,,,,
22fc3157-fa1a-4945-a6de-edcd4d6d6e0d,REGULATORISCHE VORGABEN UND VERPFLICHTUNGEN,POLICY,VERSIEGELTE FLÄCHEN,INFRASTRUCTURE,APPLIES_TO,EXPLICIT_FACT,[RELATION_TYPE=APPLIES_TO] [MODALITY=EXPLICIT_FACT] Regulatory requirements and obligations aim to mobilize already-used or sealed surfaces for PV installations.,8.0,5,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,,,,,
b0f6cae1-8f6f-4ba0-8c31-d6edbb1f7b76,KLARE ZIELE DER BUNDESLÄNDER UND GEMEINDEN,POLICY,GEMEINDE,GEOGRAPHIC_AREA,APPLIES_TO,EXPLICIT_FACT,[RELATION_TYPE=APPLIES_TO] [MODALITY=EXPLICIT_FACT] Clarity of targets is needed for Austrian municipalities to enable necessary PV expansion.,8.0,6,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,,,,,
e5b38d0c-127c-4362-b508-33a84cb2cdd0,BMK-AUSBILDUNGSINITIATIVE „JUST TRANSITION“,SUPPORT_SCHEME,QUALIFIZIERUNGSVERBUND-AUSBILDUNGSOFFENSIVE,SUPPORT_SCHEME,ASSOCIATED_WITH,EXPLICIT_FACT,[RELATION_TYPE=ASSOCIATED_WITH] [MODALITY=EXPLICIT_FACT] The training offensive in qualification alliances is part of the broad support for energy-transition relevant apprenticeships under Just Transition.,8.0,8,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,,,,,
