id,source,source_type,target,target_type,relation_type,modality,description,weight,combined_degree,text_unit_ids,source_supported,primary_classification,relation_type_correct,modality_correct,direction_correct,endpoints_correct,description_problem,likely_pipeline_stage,audit_notes
e36754d3-58c1-433f-b973-552dbb23be34,ERNEUERBAREN-BESCHLEUNIGUNGSGEBIETE (RENEWABLES ACCELERATION AREAS),POLICY,PHOTOVOLTAIK,TECHNOLOGY,SUPPORTS,RECOMMENDATION,[RELATION_TYPE=SUPPORTS] [MODALITY=RECOMMENDATION] These zones are intended to make it easier and faster to expand renewable energy installations such as photovoltaics.,8.0,89,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,NO,YES,YES,The acceleration areas originate from an EU legal-policy provision rather than merely a general recommendation.,MODALITY_CLASSIFICATION,"SUPPORTS is suitable, but LEGAL_REQUIREMENT or PLANNED_ACTION would describe the modality more accurately."
9d6b65ed-c3de-4045-bd52-303e8c203dc4,PHOTOVOLTAIK,TECHNOLOGY,"PV-GENERATION — 6.3 TWH (ÖSTERREICH, 2023)",MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] The metric reports PV electricity generation for 2023.,10.0,88,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly reports 6.3 TWh of Austrian PV electricity generation in 2023.
9cb6f89a-eb03-47a1-8e95-1fec200cda7b,DIGITALISIERUNG DER MARKTKOMMUNIKATION,INFRASTRUCTURE,PHOTOVOLTAIK,TECHNOLOGY,SUPPORTS,EXPLICIT_FACT,"[RELATION_TYPE=SUPPORTS] [MODALITY=EXPLICIT_FACT] Digitalization of market communication enables PV system operators to participate, directly or in aggregated form, in various electricity and flexibility markets.",10.0,88,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],YES,WRONG_DIRECTION_OR_ENDPOINTS,PARTIAL,YES,YES,NO,"The source states that digital market communication enables PV system operators to participate in markets, not that it supports the PHOTOVOLTAIK technology itself.",RELATIONSHIP_ENDPOINT_SELECTION,The better target is PV-ANLAGENBETREIBER:INNEN or another market-participant stakeholder entity.
dead9c61-e29f-4d2b-8251-6b48ce799362,FÖRDERPROGRAMM MUSTER- & LEUCHTTURMPROJEKTE PHOTOVOLTAIK DES KLIMA- UND ENERGIEFONDS,SUPPORT_SCHEME,PHOTOVOLTAIK,TECHNOLOGY,SUPPORTS,EXPLICIT_FACT,[RELATION_TYPE=SUPPORTS] [MODALITY=EXPLICIT_FACT] The Climate and Energy Fund's funding programme supports photovoltaic innovation and project deployment.,9.0,88,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,The description should avoid claiming specific innovation or deployment outcomes beyond the stated purpose of the funding programme.,RELATIONSHIP_DESCRIPTION_SUMMARIZATION,The Climate and Energy Fund programme explicitly supports photovoltaic demonstration and lighthouse projects.
a3ab4147-a213-47db-a26d-8f77ba5c6563,ÖKODESIGN-RICHTLINIE,POLICY,PHOTOVOLTAIK,TECHNOLOGY,REGULATES,EXPLICIT_FACT,"[RELATION_TYPE=REGULATES] [MODALITY=EXPLICIT_FACT] The Eco-design Directive, expanded to a regulation, applies to and is used to regulate photovoltaic systems.",8.0,88,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,NO,YES,YES,"The source presents expansion or application of eco-design requirements as a proposed or planned measure, not simply as an already established fact.",MODALITY_CLASSIFICATION,"REGULATES is appropriate, but PROPOSAL or PLANNED_ACTION would be more accurate than EXPLICIT_FACT."
c148948f-22e1-4602-95e3-35e59b71f55e,ANSPRUCHSVOLL/UMFASSENDES GENEHMIGUNGSVERFAHREN,CONSTRAINT,PHOTOVOLTAIK,TECHNOLOGY,CONSTRAINS,EXPLICIT_FACT,[RELATION_TYPE=CONSTRAINS] [MODALITY=EXPLICIT_FACT] Comprehensive and complex approval procedures hinder rapid PV expansion.,8.0,88,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly identifies complex approval procedures as a barrier to rapid photovoltaic expansion.
94822427-907e-4402-a101-c718f8ce9b32,FLEXIBILITÄTSSTUDIEN DER E-CONTROL,POLICY,PHOTOVOLTAIK,TECHNOLOGY,ASSOCIATED_WITH,EXPLICIT_FACT,[RELATION_TYPE=ASSOCIATED_WITH] [MODALITY=EXPLICIT_FACT] The flexibility studies of E-Control are a basis for further implementation actions for flexibility involving PV.,8.0,88,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,ASSOCIATED_WITH is valid but less informative than SUPPORTS or PROVIDES_EVIDENCE_FOR.,NONE,E-Control flexibility studies are explicitly referenced as a basis for further flexibility-related implementation.
558cf654-2a57-45c0-a857-67faa1e4506c,QUALITÄTSSICHERNDE MASSNAHMEN,SUPPORT_SCHEME,PHOTOVOLTAIK,TECHNOLOGY,SUPPORTS,EXPLICIT_FACT,[RELATION_TYPE=SUPPORTS] [MODALITY=EXPLICIT_FACT] Quality-assurance measures in ecological and technical processes contribute to establishing photovoltaics as a widely accepted standard technology.,7.0,88,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,NO,YES,YES,Quality-assurance measures are presented as recommended or planned actions rather than completed factual effects.,MODALITY_CLASSIFICATION,"The relationship is supported, but RECOMMENDATION or PLANNED_ACTION is more accurate than EXPLICIT_FACT."
ef389693-c37f-4b59-9fc5-a8d7f4ed7d09,PHOTOVOLTAIK,TECHNOLOGY,"JÄHRLICHER PV-ZUBAU — 1 GW (ÖSTERREICH, 2022)",MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] The metric concerns annual photovoltaic capacity expansion in Austria for 2022.,10.0,87,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly reports more than 1 GW of new photovoltaic capacity in Austria in 2022.
602ddcbf-11a9-4222-a24b-4af0a028cb44,PHOTOVOLTAIK,TECHNOLOGY,"JÄHRLICHER PV-ZUBAU — 2,5 GW (ÖSTERREICH, 2023)",MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] The metric concerns annual photovoltaic capacity expansion in Austria for 2023.,10.0,87,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly reports approximately 2.5 GW of photovoltaic capacity additions in Austria in 2023.
97a9d011-b4e0-43fe-bdfe-51706ae4a75c,PHOTOVOLTAIK,TECHNOLOGY,"PV-GENERIERTE ENERGIE — 6,3 TWH (ÖSTERREICH, 2023)",MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] The amount of energy generated by photovoltaics in Austria in 2023 is measured at 6.3 TWh.,10.0,87,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly reports approximately 6.3 TWh of photovoltaic electricity generation in Austria in 2023.
82bc1a8d-560d-4647-ba13-0e54f86c6644,PHOTOVOLTAIK,TECHNOLOGY,"ANTEIL PHOTOVOLTAIK AN STROMVERSORGUNG — 30 % (ÖSTERREICH, 2040)",TARGET,CONTRIBUTES_TO,EXPLICIT_FACT,"[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] PV is described as a fundamental pillar for Austria's electricity supply in 2040, reaching about 30%.",10.0,87,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,NO,YES,YES,"The 30% value concerns a future 2040 target or projected contribution, not a present factual measurement.",MODALITY_CLASSIFICATION,"The relationship is source-supported, but TARGET or SCENARIO is more accurate than EXPLICIT_FACT."
47585e73-b8ed-4d23-8f91-58096a480262,PHOTOVOLTAIK,TECHNOLOGY,"PV-ANTEIL AM STROMENDVERBRAUCH — CA. 10% (ÖSTERREICH, 2023)",MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,"[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] By 2023, photovoltaics accounted for roughly 10% of Austria's final electricity consumption.",10.0,87,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly states that PV supplied nearly 10% of Austria's final electricity consumption at the end of 2023.
46c17c0d-d3d4-4555-80f0-df1bc495bc5d,PHOTOVOLTAIK,TECHNOLOGY,"PV-ANTEIL AM ENERGIEBEDARF — CA. 2% (ÖSTERREICH, 2023)",MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,"[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] In 2023, photovoltaics covered about 2% of Austria's total energy demand.",10.0,87,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly states that PV covered approximately 2% of Austria's total energy demand in 2023.
b9df7948-d02c-4355-8d78-53e1911b47c9,PHOTOVOLTAIK,TECHNOLOGY,"PV-ANTEIL AM ENERGIEANGEBOT — 20% (ÖSTERREICH, 2040 ZIEL)",TARGET,CONTRIBUTES_TO,SCENARIO,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=SCENARIO] PV expansion is projected to provide 20% of total Austrian energy supply in 2040.,10.0,87,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly projects that photovoltaic installations will provide around 20% of Austria's total energy supply in 2040.
69f9b6a1-69bb-426d-9794-e9d8315a1a63,PHOTOVOLTAIK,TECHNOLOGY,PHOTOVOLTAIK-AUSBAU BIS 2040 — DURCHSCHNITTLICH 2 GW PRO JAHR,TARGET,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] The expansion of photovoltaics is the subject of the planned target of an average 2 GW annual deployment to 2040.,10.0,87,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,NO,NO,YES,YES,"The average annual expansion rate is a future requirement or target, not a present explicit fact.",RELATIONSHIP_TYPE_AND_MODALITY,HAS_TARGET with TARGET or SCENARIO modality would be more precise than CONTRIBUTES_TO with EXPLICIT_FACT.
