id,human_readable_id,title,type,description,text_unit_ids,frequency,degree
3e24e4e1-3ba2-40e9-9be3-55e4772fe719,10,ERNEUERBAREN-AUSBAU-GESETZ (EAG),POLICY,"The Erneuerbaren-Ausbau-Gesetz (EAG), also known as the Renewable Expansion Act, is a law in force in Austria that serves as the legislative basis for renewable-energy expansion in the country. The EAG introduces a fundamentally modernised and market-oriented support system for renewable electricity installations, aiming to establish a long-term stable investment climate. It sets the framework for photovoltaic (PV) expansion, including provisions such as the market premium (Marktprämie) as a major financial support measure for PV deployment and investment grants for Agri-PV under certain agricultural-use conditions. The EAG also sets Austria's nationally balanced renewable electricity target for 2030.","['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'
 '50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'
 'f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",5,10
d01826ae-4f99-41e9-9d8f-0d094eaedb40,11,INTEGRIERTER ÖSTERREICHISCHER NETZINFRASTRUKTURPLAN (ÖNIP),POLICY,Policy type: plan; Jurisdiction: Austria; Status: adopted/implemented; Source meaning: the Integrated Austrian Network Infrastructure Plan (ÖNIP) determines Austria’s photovoltaic expansion potential to 2040.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
d759a3c9-1694-4a7a-8094-54e44cb8f3a8,12,"JÄHRLICHER PV-ZUBAU — 1 GW (ÖSTERREICH, 2022)",MARKET_METRIC,"Metric: annual PV capacity expansion; Value: 1; Unit: GW; Reference year: 2022; Geographic scope: Austria; Approximate: yes; Source meaning: for the first time, Austria exceeded 1 GW of newly installed PV capacity in 2022.",['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,2
06270b32-ff56-4050-ab3e-1c629bd693ec,13,"JÄHRLICHER PV-ZUBAU — 2,5 GW (ÖSTERREICH, 2023)",MARKET_METRIC,"Metric: annual PV capacity expansion; Value: 2.5; Unit: GW; Reference year: 2023; Geographic scope: Austria; Approximate: yes; Source meaning: approximately 2.5 GW of new photovoltaic capacity was added in Austria in 2023, more than doubling the 2022 figure.",['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,2
6b388f19-7407-42ae-9839-4afe43502d56,14,ENERGIESYSTEM,INFRASTRUCTURE,"The energy system is composed of the provision, distribution, storage, and use of energy in Austria, highlighted as central to the national energy transition.",['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,0
db81745d-5889-4b4e-bfaa-61880cb97de0,15,STROMVERSORGUNG,INFRASTRUCTURE,"STROMVERSORGUNG refers to the national electricity supply system in Austria, which is highlighted as a key area for renewable and photovoltaic development, and whose transformation and decarbonization are central topics in the country's strategy and policy discussions.","['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'
 '50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']",2,1
1bef4a63-c28a-4481-a56a-2600419b0b93,16,ENERGIE- UND MOBILITÄTSSYSTEM,INFRASTRUCTURE,"The energy and mobility system refers to Austria’s integrated infrastructure for energy and transport, stated as needing transformation for national climate and PV goals.",['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
34deb0c3-beb5-4197-9d30-129dcf221bcc,17,BETRIEBE UND UNTERNEHMEN,STAKEHOLDER,Businesses and enterprises in Austria are identified as major actors benefiting from and contributing to photovoltaic expansion and the energy transition.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
7d06c677-ced1-4eb8-98cc-b5315371984d,18,BÜRGER:INNEN,STAKEHOLDER,"BÜRGER:INNEN refers to Austrian citizens identified as participants and direct beneficiaries in Austria’s energy transition, particularly in the expansion of photovoltaics (PV). They are intended to take part in new market models such as energy communities and are recognized as stakeholders whose participation is facilitated by digitalization, smart energy management, and reduced barriers to active involvement. The described vision for 2040 includes citizens becoming active customers and market participants in the electricity market, with their engagement especially targeted through the development and local generation of PV.","['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'
 '50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",5,5
7f9cbf7d-6f17-4f98-9364-a3ea82af57fd,19,RAHMENBEDINGUNGEN FÜR DEN PV-AUSBAU,CONSTRAINT,"Framework conditions for PV expansion encompass the legal, regulatory, and practical environment required for successful and broadly beneficial photovoltaic deployment in Austria.",['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,2
e5cd16e4-c747-4071-8954-8be873e3ec64,20,ZIELSETZUNGEN FÜR DEN PV-AUSBAU,TARGET,Target: objectives for PV expansion; Target value: unspecified; Unit: n/a; Deadline: unspecified; Geographic scope: Austria; Status: planned/official; Source meaning: the explicit goals set for expanding photovoltaic capacity as part of national energy and climate policy.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
b9062ae2-9324-4898-8223-204e176166de,21,MASSNAHMEN FÜR DEN PV-AUSBAU,POLICY,Policy type: measures/action fields; Jurisdiction: Austria; Status: planned/ongoing; Source meaning: specific measures identified as necessary to coordinate and maximize the benefit of national PV expansion.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,2
800368ab-ac88-4bc2-82bf-426edf8ed0b3,22,EIGENE PARTIZIPATION DER POPULATION AN DER ENERGIEWENDE,STAKEHOLDER,"Citizens taking an active role in the energy transition, described as increasingly being part of Austria’s Energiewende.",['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
221d25fa-12c7-49d2-9234-50d980446585,23,NACHHALTIGE UND GÜNSTIGE STROMVERSORGUNG,TARGET,Target: sustainable and affordable electricity supply; Target value: unspecified; Unit: n/a; Deadline: unspecified; Geographic scope: Austria; Status: official/aspirational; Source meaning: the aim to provide a power supply that is both sustainable and economically accessible in Austria.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
891ba453-289b-4c33-8902-6fe0b746c89f,24,ENERGIEUNABHÄNGIGKEIT ÖSTERREICHS,TARGET,Target: Austria’s energy independence; Target value: unspecified; Unit: n/a; Deadline: unspecified; Geographic scope: Austria; Status: official/aspirational; Source meaning: intended as a key benefit/outcome of expanding renewable energy in Austria.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
42eed724-f687-4185-8180-4222a370c993,25,ARBEITSPLÄTZE DURCH PHOTOVOLTAIK,TARGET,Target: jobs created by photovoltaics; Target value: unspecified; Unit: n/a; Deadline: unspecified; Geographic scope: Austria; Status: scenario/aspirational; Source meaning: increasing employment and domestic value creation as a result of PV expansion.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
9fa6bf87-90f2-41a8-80eb-87b04dbf8710,26,HOHE AKZEPTANZ DER PHOTOVOLTAIK,TARGET,"Target: high acceptance of photovoltaics; Target value: unspecified; Unit: n/a; Deadline: unspecified; Geographic scope: Austria; Status: official/aspirational; Source meaning: broad societal and stakeholder support, highlighted as a condition/goal in the PV vision.",['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
9ebbd7cf-de21-4154-a652-dad71d17ec4b,27,INNOVATIVE BEITRÄGE DER PHOTOVOLTAIK ZUM ENERGIESYSTEMUMBAU,TARGET,Target: innovative contribution of photovoltaics to energy system transformation; Target value: unspecified; Unit: n/a; Deadline: unspecified; Geographic scope: Austria; Status: aspirational; Source meaning: the vision of PV playing new roles in reshaping the national energy landscape.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
3829ac09-d106-4d0f-9209-af31ad3ffdb5,28,WIRTSCHAFTLICHER BETRIEB VON PHOTOVOLTAIK-ANLAGEN,TARGET,Target: economical operation of photovoltaic installations; Target value: unspecified; Unit: n/a; Deadline: unspecified; Geographic scope: Austria; Status: official/aspirational; Source meaning: goal for PV installations to efficiently enable affordable electricity—as part of strategic objectives.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
36bd957b-9f8f-4db6-b0d3-ae155c511872,29,PARTIZIPATION DER BÜRGER:INNEN,TARGET,Target: participation of citizens; Target value: unspecified; Unit: n/a; Deadline: unspecified; Geographic scope: Austria; Status: official/aspirational; Source meaning: participation of the population as a target in the PV strategy.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
b76285a3-0384-4536-8278-6ab118f0b4b8,30,HOHE HEIMISCHE WERTSCHÖPFUNG DURCH PHOTOVOLTAIK,TARGET,Target: high domestic value creation from photovoltaics; Target value: unspecified; Unit: n/a; Deadline: unspecified; Geographic scope: Austria; Status: scenario/aspirational; Source meaning: national economic benefit from PV expansion is envisioned as a direct target in the strategy.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
7104f7f4-94d3-4ffe-aa62-9b33ba3db307,31,PHOTOVOLTAIK-STRATEGIE,POLICY,Policy type: strategy; Jurisdiction: Austria; Status: present in this document; Source meaning: the strategy defines action areas and measures needed for successful Austrian PV-market transformation and achievement of energy and climate targets.,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'],1,21
4b02260a-3569-4d23-a1a1-f555ad482ccc,32,KLIMA- UND ENERGIEFONDS,ORGANIZATION,"The KLIMA- UND ENERGIEFONDS (Climate and Energy Fund) is an Austrian organization responsible for supporting energy communities and innovation in the solar sector through targeted funding initiatives, including programmes for storage initiatives and flagship photovoltaic (PV) projects. It commissions studies and market analysis for PV deployment, is referenced as a co-provider of PV expansion funding in 2023 under the EAG, and was responsible for launching the subsidy programme for large storage in 2023.","['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'
 '6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'
 '2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",5,8
70ab370d-ec2e-432b-9a52-b46cbdf6074f,33,BMK,ORGANIZATION,"BMK (Austrian Federal Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology) is a government body credited with providing additional financial resources and significantly increasing financial resources to support Austria's energy and transport system transformation, and is involved in organizing stakeholder rounds and implementation measures for renewable connection processes.","['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'
 '50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'
 '41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']",3,3
